id,tour,gender,type,stage,title,start,end,city,state_country,tourUrl,signupUrl,mondayUrl,mondayDate
minor-league-golf-tour-2026-10-05-indian-spring-east-course-par-71-boynton-beach,Minor League Golf Tour,Men,Training Division,,Indian Spring - East Course - Par 71,2026-10-05,2026-10-05,Boynton Beach,"Boynton Beach, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5324,,
minor-league-golf-tour-2026-10-06-2nd-day-shootout-players-outside-the-money-eligible-boynton-beach,Minor League Golf Tour,Men,Event,,2nd Day Shootout - Players outside the money eligible,2026-10-06,2026-10-06,Boynton Beach,"Boynton Beach, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5323,,
minor-league-golf-tour-2026-10-06-indian-spring-east-course-par-71-boynton-beach,Minor League Golf Tour,Men,Training Division,,Indian Spring - East Course - Par 71,2026-10-06,2026-10-06,Boynton Beach,"Boynton Beach, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5325,,
minor-league-golf-tour-2026-10-12-2026-visit-sebring-classic-2k-added-money-sebring,Minor League Golf Tour,Men,Event,,2026 Visit Sebring Classic - $2K ADDED MONEY!,2026-10-12,2026-10-12,Sebring,"Sebring, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5278,,
minor-league-golf-tour-2026-10-14-sun-n-lake-deer-run-sebring,Minor League Golf Tour,Men,Event,,Sun 'N Lake - Deer Run,2026-10-14,2026-10-14,Sebring,"Sebring, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5279,,
minor-league-golf-tour-2026-10-19-fountains-country-club-west-course-lake-worth,Minor League Golf Tour,Men,Event,,Fountains Country Club - West Course,2026-10-19,2026-10-19,Lake Worth,"Lake Worth, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5342,,
minor-league-golf-tour-2026-10-19-fountains-country-club-west-course-lake-worth,Minor League Golf Tour,Men,Training Division,,Fountains Country Club - West Course,2026-10-19,2026-10-19,Lake Worth,"Lake Worth, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5343,,
minor-league-golf-tour-2026-10-20-abacoa-golf-club-par-71-jupiter,Minor League Golf Tour,Men,Event,,Abacoa Golf Club - Par 71,2026-10-20,2026-10-20,Jupiter,"Jupiter, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5272,,
minor-league-golf-tour-2026-10-20-abacoa-golf-club-par-71-jupiter,Minor League Golf Tour,Men,Training Division,,Abacoa Golf Club - Par 71,2026-10-20,2026-10-20,Jupiter,"Jupiter, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5273,,
minor-league-golf-tour-2026-11-03-abacoa-golf-club-par-71-jupiter,Minor League Golf Tour,Men,Event,,Abacoa Golf Club - Par 71,2026-11-03,2026-11-03,Jupiter,"Jupiter, FL, USA",https://www.minorleaguegolf.com/index_events.asp,https://www.minorleaguegolf.com/welcomereg2017.asp?event_ID=5274,,
